Date : 2023-12-03 13:55:25
Directory : c:\Users\Josh\repos\doughleap\frontend\src\app
Total : 374 files,  -1147 codes, 305 comments, 614 blanks, all -228 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| kitchen\feature\ingredients\state                                                                                                                                                   |          5 |        333 |          0 |         28 |        361 |
| kitchen\feature\ingredients\ui                                                                                                                                                      |          8 |      1,016 |         15 |         76 |      1,107 |
| kitchen\feature\ingredients\ui\add-ingredient-modal                                                                                                                                 |          2 |        234 |          2 |         18 |        254 |
| kitchen\feature\ingredients\ui\delete-ingredient-modal                                                                                                                              |          2 |        101 |          1 |          9 |        111 |
| kitchen\feature\ingredients\ui\edit-ingredient-modal                                                                                                                                |          2 |        282 |          2 |         20 |        304 |
| kitchen\feature\ingredients\ui\ingredient-details-modal                                                                                                                             |          2 |        399 |         10 |         29 |        438 |
| kitchen\feature\tools                                                                                                                                                               |         16 |      1,595 |         26 |        139 |      1,760 |
| kitchen\feature\tools (Files)                                                                                                                                                       |          2 |        319 |         11 |         31 |        361 |
| kitchen\feature\tools\data                                                                                                                                                          |          1 |         81 |          0 |         13 |         94 |
| kitchen\feature\tools\state                                                                                                                                                         |          5 |        333 |          0 |         25 |        358 |
| kitchen\feature\tools\ui                                                                                                                                                            |          8 |        862 |         15 |         70 |        947 |
| kitchen\feature\tools\ui\add-tool-modal                                                                                                                                             |          2 |        186 |          2 |         14 |        202 |
| kitchen\feature\tools\ui\delete-tool-modal                                                                                                                                          |          2 |        101 |          1 |          8 |        110 |
| kitchen\feature\tools\ui\edit-tool-modal                                                                                                                                            |          2 |        192 |          2 |         18 |        212 |
| kitchen\feature\tools\ui\tool-details-modal                                                                                                                                         |          2 |        383 |         10 |         30 |        423 |
| kitchen\state                                                                                                                                                                       |          5 |         60 |          1 |         11 |         72 |
| profile                                                                                                                                                                             |         12 |      1,283 |         62 |        110 |      1,455 |
| profile (Files)                                                                                                                                                                     |          2 |        343 |         15 |         22 |        380 |
| profile\data                                                                                                                                                                        |          1 |         58 |          0 |         13 |         71 |
| profile\state                                                                                                                                                                       |          5 |        500 |         35 |         47 |        582 |
| profile\ui                                                                                                                                                                          |          4 |        382 |         12 |         28 |        422 |
| profile\ui\edit-photo-modal                                                                                                                                                         |          2 |        218 |         10 |         17 |        245 |
| profile\ui\edit-profile-modal                                                                                                                                                       |          2 |        164 |          2 |         11 |        177 |
| recipes                                                                                                                                                                             |         95 |     10,997 |        253 |        738 |     11,988 |
| recipes\data                                                                                                                                                                        |          6 |        524 |          1 |         67 |        592 |
| recipes\feature                                                                                                                                                                     |         55 |      8,174 |        204 |        480 |      8,858 |
| recipes\feature\recipe                                                                                                                                                              |         17 |      3,288 |         84 |        155 |      3,527 |
| recipes\feature\recipe (Files)                                                                                                                                                      |          1 |        427 |         12 |          9 |        448 |
| recipes\feature\recipe\public-recipe                                                                                                                                                |          2 |        407 |          7 |         19 |        433 |
| recipes\feature\recipe\ui                                                                                                                                                           |         12 |      1,361 |         41 |         95 |      1,497 |
| recipes\feature\recipe\ui\delete-recipe-modal                                                                                                                                       |          2 |        104 |          1 |          9 |        114 |
| recipes\feature\recipe\ui\edit-recipe-modal                                                                                                                                         |          2 |        436 |          9 |         22 |        467 |
| recipes\feature\recipe\ui\recipe-shopping-list-modal                                                                                                                                |          2 |         74 |          2 |          7 |         83 |
| recipes\feature\recipe\ui\subscribe-recipe-modal                                                                                                                                    |          2 |        444 |         22 |         30 |        496 |
| recipes\feature\recipe\ui\unsubscribe-recipe-modal                                                                                                                                  |          2 |        106 |          0 |         10 |        116 |
| recipes\feature\recipe\ui\use-recipe-modal                                                                                                                                          |          2 |        197 |          7 |         17 |        221 |
| recipes\feature\recipe\user-recipe                                                                                                                                                  |          2 |      1,093 |         24 |         32 |      1,149 |
| recipes\feature\recipes-page                                                                                                                                                        |         38 |      4,886 |        120 |        325 |      5,331 |
| recipes\feature\recipes-page (Files)                                                                                                                                                |          6 |      1,189 |         35 |         66 |      1,290 |
| recipes\feature\recipes-page\feature                                                                                                                                                |          4 |        386 |         10 |         18 |        414 |
| recipes\feature\recipes-page\feature\discover                                                                                                                                       |          2 |         10 |          0 |          3 |         13 |
| recipes\feature\recipes-page\feature\list                                                                                                                                           |          2 |        376 |         10 |         15 |        401 |
| recipes\feature\recipes-page\ui                                                                                                                                                     |         28 |      3,311 |         75 |        241 |      3,627 |
| recipes\feature\recipes-page\ui\recipe                                                                                                                                              |          4 |        476 |         10 |         29 |        515 |
| recipes\feature\recipes-page\ui\recipe-category                                                                                                                                     |          2 |         56 |          0 |          5 |         61 |
| recipes\feature\recipes-page\ui\recipe-category\recipe-category-card                                                                                                                |          2 |         56 |          0 |          5 |         61 |
| recipes\feature\recipes-page\ui\recipe-ingredient                                                                                                                                   |          6 |        754 |         15 |         49 |        818 |
| recipes\feature\recipes-page\ui\recipe-ingredient\add-recipe-ingredient-modal                                                                                                       |          2 |        333 |          6 |         19 |        358 |
| recipes\feature\recipes-page\ui\recipe-ingredient\delete-recipe-ingredient-modal                                                                                                    |          2 |        108 |          1 |          8 |        117 |
| recipes\feature\recipes-page\ui\recipe-ingredient\recipe-ingredients-modal                                                                                                          |          2 |        313 |          8 |         22 |        343 |
| recipes\feature\recipes-page\ui\recipe-step                                                                                                                                         |          8 |      1,349 |         43 |        112 |      1,504 |
| recipes\feature\recipes-page\ui\recipe-step\add-recipe-step-modal                                                                                                                   |          2 |        289 |          4 |         24 |        317 |
| recipes\feature\recipes-page\ui\recipe-step\delete-recipe-step-modal                                                                                                                |          2 |        111 |          1 |          9 |        121 |
| recipes\feature\recipes-page\ui\recipe-step\edit-recipe-step-modal                                                                                                                  |          2 |        303 |         11 |         21 |        335 |
| recipes\feature\recipes-page\ui\recipe-step\recipe-steps-modal                                                                                                                      |          2 |        646 |         27 |         58 |        731 |
| recipes\feature\recipes-page\ui\recipe-tool                                                                                                                                         |          6 |        662 |          7 |         42 |        711 |
| recipes\feature\recipes-page\ui\recipe-tool\add-recipe-tool-modal                                                                                                                   |          2 |        219 |          2 |         13 |        234 |
| recipes\feature\recipes-page\ui\recipe-tool\delete-recipe-tool-modal                                                                                                                |          2 |        118 |          1 |          8 |        127 |
| recipes\feature\recipes-page\ui\recipe-tool\recipe-tools-modal                                                                                                                      |          2 |        325 |          4 |         21 |        350 |
| recipes\feature\recipes-page\ui\recipe\add-recipe-modal                                                                                                                             |          2 |        412 |         10 |         24 |        446 |
| recipes\feature\recipes-page\ui\recipe\recipe-card                                                                                                                                  |          2 |         64 |          0 |          5 |         69 |
| recipes\feature\recipes-page\ui\recipes-info                                                                                                                                        |          2 |         14 |          0 |          4 |         18 |
| recipes\state                                                                                                                                                                       |         34 |      2,299 |         48 |        191 |      2,538 |
| recipes\state (Files)                                                                                                                                                               |          4 |         25 |          0 |          5 |         30 |
| recipes\state\recipe                                                                                                                                                                |          5 |        551 |          1 |         47 |        599 |
| recipes\state\recipe-category                                                                                                                                                       |          5 |        163 |          0 |         22 |        185 |
| recipes\state\recipe-ingredient                                                                                                                                                     |          5 |        458 |          1 |         31 |        490 |
| recipes\state\recipe-step                                                                                                                                                           |          5 |        368 |         45 |         30 |        443 |
| recipes\state\recipe-tool                                                                                                                                                           |          5 |        448 |          1 |         31 |        480 |
| recipes\state\step                                                                                                                                                                  |          5 |        286 |          0 |         25 |        311 |
| shared                                                                                                                                                                              |         40 |      2,523 |         79 |        211 |      2,813 |
| shared\state                                                                                                                                                                        |          5 |         92 |          0 |         16 |        108 |
| shared\ui                                                                                                                                                                           |         26 |      1,688 |         32 |        120 |      1,840 |
| shared\ui\add-request-confirmation                                                                                                                                                  |          2 |         43 |          0 |          4 |         47 |
| shared\ui\add-request-error                                                                                                                                                         |          2 |         43 |          5 |          4 |         52 |
| shared\ui\app-notfound                                                                                                                                                              |          2 |         11 |          0 |          4 |         15 |
| shared\ui\delete-request-confirmation                                                                                                                                               |          2 |         41 |          0 |          4 |         45 |
| shared\ui\delete-request-error                                                                                                                                                      |          2 |         41 |          0 |          3 |         44 |
| shared\ui\dl-table-full                                                                                                                                                             |          2 |        493 |          7 |         26 |        526 |
| shared\ui\dl-table-full-filters                                                                                                                                                     |          2 |        348 |          4 |         23 |        375 |
| shared\ui\filterModals                                                                                                                                                              |          8 |        584 |         11 |         39 |        634 |
| shared\ui\filterModals\currency-filter-modal                                                                                                                                        |          2 |         11 |          0 |          4 |         15 |
| shared\ui\filterModals\date-filter-modal                                                                                                                                            |          2 |        235 |          5 |         13 |        253 |
| shared\ui\filterModals\numeric-filter-modal                                                                                                                                         |          2 |        195 |          2 |         12 |        209 |
| shared\ui\filterModals\string-filter-modal                                                                                                                                          |          2 |        143 |          4 |         10 |        157 |
| shared\ui\update-request-confirmation                                                                                                                                               |          2 |         42 |          0 |          8 |         50 |
| shared\ui\update-request-error                                                                                                                                                      |          2 |         42 |          5 |          5 |         52 |
| shared\utils                                                                                                                                                                        |          9 |        743 |         47 |         75 |        865 |
| social                                                                                                                                                                              |         34 |      2,078 |         60 |        185 |      2,323 |
| social (Files)                                                                                                                                                                      |          2 |         74 |          2 |          7 |         83 |
| social\data                                                                                                                                                                         |          1 |        102 |         11 |         16 |        129 |
| social\feature                                                                                                                                                                      |         21 |      1,251 |         47 |        105 |      1,403 |
| social\feature\followers                                                                                                                                                            |          2 |        127 |          3 |         12 |        142 |
| social\feature\friends                                                                                                                                                              |         14 |      1,097 |         44 |         84 |      1,225 |
| social\feature\friends (Files)                                                                                                                                                      |          2 |        158 |          6 |         15 |        179 |
| social\feature\friends\ui                                                                                                                                                           |         12 |        939 |         38 |         69 |      1,046 |
| social\feature\friends\ui\add-friend-modal                                                                                                                                          |          2 |        240 |          4 |         16 |        260 |
| social\feature\friends\ui\friend-card                                                                                                                                               |          2 |         43 |          4 |          6 |         53 |
| social\feature\friends\ui\friend-modal                                                                                                                                              |          2 |        337 |         13 |         20 |        370 |
| social\feature\friends\ui\friend-requests-modal                                                                                                                                     |          2 |         53 |          1 |          7 |         61 |
| social\feature\friends\ui\profile-card                                                                                                                                              |          2 |        178 |         10 |         10 |        198 |
| social\feature\friends\ui\request-card                                                                                                                                              |          2 |         88 |          6 |         10 |        104 |
| social\feature\timeline                                                                                                                                                             |          5 |         27 |          0 |          9 |         36 |
| social\feature\timeline (Files)                                                                                                                                                     |          2 |         11 |          0 |          4 |         15 |
| social\feature\timeline\state                                                                                                                                                       |          1 |          5 |          0 |          1 |          6 |
| social\feature\timeline\ui                                                                                                                                                          |          2 |         11 |          0 |          4 |         15 |
| social\feature\timeline\ui\event                                                                                                                                                    |          2 |         11 |          0 |          4 |         15 |
| social\state                                                                                                                                                                        |         10 |        651 |          0 |         57 |        708 |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| filename                                                                                                                                                                            | language   | code       | comment    | blank      | total      |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| c:\Users\Josh\repos\doughleap\frontend\src\app\account\feature\login\login-page.component.html                                                                                      | HTML       |         85 |         56 |         10 |        151 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\account\feature\login\login-page.component.spec.ts                                                                                   | TypeScript |         17 |          0 |          5 |         22 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\account\feature\login\login-page.component.ts                                                                                        | TypeScript |         57 |          3 |          8 |         68 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\account\feature\password\password-reset-page.component.html                                                                          | HTML       |          1 |          0 |          1 |          2 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\account\feature\password\password-reset-page.component.ts                                                                            | TypeScript |         10 |          0 |          3 |         13 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\account\feature\signup\signup-page.component.html                                                                                    | HTML       |        102 |         55 |          8 |        165 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\account\feature\signup\signup-page.component.ts                                                                                      | TypeScript |         89 |          0 |          9 |         98 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\account\feature\verify\verify.component.html                                                                                         | HTML       |          1 |          0 |          1 |          2 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\account\feature\verify\verify.component.ts                                                                                           | TypeScript |         10 |          0 |          3 |         13 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\app.component.html                                                                                                                   | HTML       |          4 |          0 |          1 |          5 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\app.component.spec.ts                                                                                                                | TypeScript |         25 |          0 |          5 |         30 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\app.component.ts                                                                                                                     | TypeScript |         22 |          0 |          3 |         25 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\guards\profile.guard.ts                                                                                                              | TypeScript |         30 |          3 |          3 |         36 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\header\feature\app-header.component.html                                                                                             | HTML       |        187 |          3 |          3 |        193 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\header\feature\app-header.component.ts                                                                                               | TypeScript |         95 |          0 |         12 |        107 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\home\home.component.html                                                                                                             | HTML       |         19 |          0 |          1 |         20 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\home\home.component.ts                                                                                                               | TypeScript |         31 |          1 |          4 |         36 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\data\ingredient-stock.service.ts                                              | TypeScript |         88 |          2 |         10 |        100 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\state\ingredient-stock-actions.ts                                             | TypeScript |         76 |          0 |          5 |         81 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\state\ingredient-stock-effects.ts                                             | TypeScript |        118 |          0 |          7 |        125 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\state\ingredient-stock-reducers.ts                                            | TypeScript |        115 |          0 |          2 |        117 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\state\ingredient-stock-selectors.ts                                           | TypeScript |         23 |          0 |          9 |         32 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\state\ingredient-stock-state.ts                                               | TypeScript |         29 |          0 |          4 |         33 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\ui\add-ingredient-stock-modal\add-ingredient-stock-modal.component.html       | HTML       |        128 |          2 |          5 |        135 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\ui\add-ingredient-stock-modal\add-ingredient-stock-modal.component.ts         | TypeScript |        141 |          1 |         16 |        158 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\ui\delete-ingredient-stock-modal\delete-ingredient-stock-modal.component.html | HTML       |         53 |          0 |          1 |         54 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\ui\delete-ingredient-stock-modal\delete-ingredient-stock-modal.component.ts   | TypeScript |         53 |          1 |          8 |         62 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\ui\edit-ingredient-stock-modal\edit-ingredient-stock-modal.component.html     | HTML       |        114 |          2 |          4 |        120 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\ui\edit-ingredient-stock-modal\edit-ingredient-stock-modal.component.ts       | TypeScript |        154 |          0 |         19 |        173 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\tool-inventory\data\tool-stock.service.ts                                                          | TypeScript |         72 |          1 |         10 |         83 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\tool-inventory\state\tool-stock-actions.ts                                                         | TypeScript |         76 |          0 |          5 |         81 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\tool-inventory\state\tool-stock-effects.ts                                                         | TypeScript |        126 |          0 |          7 |        133 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\tool-inventory\state\tool-stock-reducers.ts                                                        | TypeScript |        125 |          0 |          3 |        128 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\tool-inventory\state\tool-stock-selectors.ts                                                       | TypeScript |         28 |          0 |          9 |         37 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\tool-inventory\state\tool-stock-state.ts                                                           | TypeScript |         27 |          0 |          3 |         30 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\tool-inventory\ui\add-tool-stock-modal\add-tool-stock-modal.component.html                         | HTML       |         99 |          2 |          4 |        105 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\tool-inventory\ui\add-tool-stock-modal\add-tool-stock-modal.component.ts                           | TypeScript |        122 |          1 |         14 |        137 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\tool-inventory\ui\delete-tool-stock-modal\delete-tool-stock-modal.component.html                   | HTML       |         53 |          0 |          1 |         54 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\tool-inventory\ui\delete-tool-stock-modal\delete-tool-stock-modal.component.ts                     | TypeScript |         53 |          1 |          7 |         61 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\tool-inventory\ui\edit-tool-stock-modal\edit-tool-stock-modal.component.html                       | HTML       |         87 |          2 |          3 |         92 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\tool-inventory\ui\edit-tool-stock-modal\edit-tool-stock-modal.component.ts                         | TypeScript |        128 |          0 |         16 |        144 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\ingredients\data\ingredient.service.ts                                                                               | TypeScript |         99 |          1 |         15 |        115 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\ingredients\ingredients.component.html                                                                               | HTML       |        127 |          9 |          7 |        143 |
