Date : 2024-04-02 23:29:56
Directory : /home/josh/repos/doughleap/frontend/src/app
Total : 313 files,  32131 codes, 885 comments, 2223 blanks, all 35239 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/Inventory/feature/tool-inventory/ui/add-tool-stock-modal/add-tool-stock-modal.component.ts                           | TypeScript |        144 |          1 |         13 |        158 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/Inventory/feature/tool-inventory/ui/delete-tool-stock-modal/delete-tool-stock-modal.component.html                   | HTML       |         63 |          0 |          1 |         64 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/Inventory/feature/tool-inventory/ui/delete-tool-stock-modal/delete-tool-stock-modal.component.ts                     | TypeScript |         70 |          1 |          6 |         77 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/Inventory/feature/tool-inventory/ui/edit-tool-stock-modal/edit-tool-stock-modal.component.html                       | HTML       |         87 |          2 |          3 |         92 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/Inventory/feature/tool-inventory/ui/edit-tool-stock-modal/edit-tool-stock-modal.component.ts                         | TypeScript |        160 |          0 |         15 |        175 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/ingredients/data/ingredient.service.ts                                                                               | TypeScript |        100 |          1 |         15 |        116 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/ingredients/ingredients.component.html                                                                               | HTML       |        118 |          7 |          5 |        130 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/ingredients/ingredients.component.ts                                                                                 | TypeScript |        260 |          4 |         22 |        286 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/ingredients/state/ingredient-actions.ts                                                                              | TypeScript |         76 |          0 |          5 |         81 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/ingredients/state/ingredient-effects.ts                                                                              | TypeScript |        151 |          0 |         10 |        161 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/ingredients/state/ingredient-reducers.ts                                                                             | TypeScript |        101 |          0 |          3 |        104 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/ingredients/state/ingredient-selectors.ts                                                                            | TypeScript |         17 |          0 |          8 |         25 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/ingredients/state/ingredient-state.ts                                                                                | TypeScript |         24 |          0 |          3 |         27 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/ingredients/ui/add-ingredient-modal/add-ingredient-modal.component.html                                              | HTML       |        102 |          2 |          7 |        111 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/ingredients/ui/add-ingredient-modal/add-ingredient-modal.component.ts                                                | TypeScript |        219 |          5 |         15 |        239 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/ingredients/ui/delete-ingredient-modal/delete-ingredient-modal.component.html                                        | HTML       |         66 |          0 |          1 |         67 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/ingredients/ui/delete-ingredient-modal/delete-ingredient-modal.component.ts                                          | TypeScript |         70 |          1 |          6 |         77 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/ingredients/ui/edit-ingredient-modal/edit-ingredient-modal.component.html                                            | HTML       |        145 |          3 |          7 |        155 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/ingredients/ui/edit-ingredient-modal/edit-ingredient-modal.component.ts                                              | TypeScript |        244 |          3 |         19 |        266 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/ingredients/ui/ingredient-details-modal/ingredient-details-modal.component.html                                      | HTML       |        165 |          8 |          4 |        177 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/ingredients/ui/ingredient-details-modal/ingredient-details-modal.component.ts                                        | TypeScript |        244 |          3 |         19 |        266 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/tools/data/tool.service.ts                                                                                           | TypeScript |         81 |          0 |         13 |         94 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/tools/state/tool-actions.ts                                                                                          | TypeScript |         76 |          0 |          7 |         83 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/tools/state/tool-effects.ts                                                                                          | TypeScript |        116 |          0 |          6 |        122 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/tools/state/tool-reducers.ts                                                                                         | TypeScript |         98 |          0 |          2 |        100 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/tools/state/tool-selectors.ts                                                                                        | TypeScript |         13 |          0 |          8 |         21 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/tools/state/tool-state.ts                                                                                            | TypeScript |         20 |          0 |          2 |         22 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/tools/tools.component.html                                                                                           | HTML       |         80 |          6 |          4 |         90 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/tools/tools.component.ts                                                                                             | TypeScript |        164 |          2 |         21 |        187 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/tools/ui/add-tool-modal/add-tool-modal.component.html                                                                | HTML       |         55 |          2 |          4 |         61 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/tools/ui/add-tool-modal/add-tool-modal.component.ts                                                                  | TypeScript |        104 |          0 |          9 |        113 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/tools/ui/delete-tool-modal/delete-tool-modal.component.html                                                          | HTML       |         68 |          0 |          1 |         69 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/tools/ui/delete-tool-modal/delete-tool-modal.component.ts                                                            | TypeScript |         73 |          1 |          6 |         80 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/tools/ui/edit-tool-modal/edit-tool-modal.component.html                                                              | HTML       |         54 |          2 |          2 |         58 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/tools/ui/edit-tool-modal/edit-tool-modal.component.ts                                                                | TypeScript |        136 |          0 |         11 |        147 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/tools/ui/tool-details-modal/tool-details-modal.component.html                                                        | HTML       |        148 |          8 |          3 |        159 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/tools/ui/tool-details-modal/tool-details-modal.component.ts                                                          | TypeScript |        233 |          3 |         18 |        254 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/kitchen-page.component.html                                                                                                  | HTML       |         27 |          2 |          1 |         30 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/kitchen-page.component.ts                                                                                                    | TypeScript |         65 |          0 |          6 |         71 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/state/kitchen-actions.ts                                                                                                     | TypeScript |         26 |          0 |          6 |         32 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/state/kitchen-interfaces.ts                                                                                                  | TypeScript |         16 |          0 |          2 |         18 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/state/kitchen-reducers.ts                                                                                                    | TypeScript |         26 |          1 |          4 |         31 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/state/kitchen-selectors.ts                                                                                                   | TypeScript |          8 |          0 |          2 |         10 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/state/kitchen-state.ts                                                                                                       | TypeScript |          5 |          0 |          0 |          5 |
| /home/josh/repos/doughleap/frontend/src/app/profile/data/profile.service.ts                                                                                                      | TypeScript |         58 |          0 |         13 |         71 |
| /home/josh/repos/doughleap/frontend/src/app/profile/profile.component.html                                                                                                       | HTML       |        202 |         14 |          9 |        225 |
| /home/josh/repos/doughleap/frontend/src/app/profile/profile.component.ts                                                                                                         | TypeScript |         95 |          1 |         12 |        108 |
| /home/josh/repos/doughleap/frontend/src/app/profile/state/profile-actions.ts                                                                                                     | TypeScript |        151 |          0 |         14 |        165 |
| /home/josh/repos/doughleap/frontend/src/app/profile/state/profile-effects.ts                                                                                                     | TypeScript |        248 |          1 |         14 |        263 |
| /home/josh/repos/doughleap/frontend/src/app/profile/state/profile-reducers.ts                                                                                                    | TypeScript |        213 |          0 |          2 |        215 |
| /home/josh/repos/doughleap/frontend/src/app/profile/state/profile-selectors.ts                                                                                                   | TypeScript |         24 |          0 |         16 |         40 |
| /home/josh/repos/doughleap/frontend/src/app/profile/state/profile-state.ts                                                                                                       | TypeScript |         47 |          1 |          5 |         53 |
| /home/josh/repos/doughleap/frontend/src/app/profile/ui/edit-photo-modal/edit-photo-modal.component.html                                                                          | HTML       |         69 |          2 |          4 |         75 |
| /home/josh/repos/doughleap/frontend/src/app/profile/ui/edit-photo-modal/edit-photo-modal.component.ts                                                                            | TypeScript |        149 |          8 |         13 |        170 |
| /home/josh/repos/doughleap/frontend/src/app/profile/ui/edit-profile-modal/edit-profile-modal.component.html                                                                      | HTML       |         81 |          2 |          3 |         86 |
| /home/josh/repos/doughleap/frontend/src/app/profile/ui/edit-profile-modal/edit-profile-modal.component.ts                                                                        | TypeScript |        104 |          0 |          8 |        112 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/data/recipe-category.service.ts                                                                                              | TypeScript |         35 |          0 |          6 |         41 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/data/recipe-ingredients.service.ts                                                                                           | TypeScript |         83 |          1 |         11 |         95 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/data/recipe-step.service.ts                                                                                                  | TypeScript |         61 |          0 |         10 |         71 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/data/recipe-tool.service.ts                                                                                                  | TypeScript |         61 |          0 |         10 |         71 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/data/recipe.service.ts                                                                                                       | TypeScript |        325 |          7 |         28 |        360 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/data/recipeVisionProgress.service.ts                                                                                         | TypeScript |         36 |          0 |          6 |         42 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/data/step.service.ts                                                                                                         | TypeScript |         50 |          0 |          9 |         59 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/created-recipes/created-recipes.component.html                                                                       | HTML       |          4 |          0 |          1 |          5 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/created-recipes/created-recipes.component.ts                                                                         | TypeScript |          9 |          0 |          3 |         12 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/discover/discover-recipes.component.html                                                                             | HTML       |        138 |          8 |          5 |        151 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/discover/discover-recipes.component.ts                                                                               | TypeScript |        113 |          6 |         10 |        129 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipe/public-recipe/public-recipe.component.html                                                                    | HTML       |        283 |         17 |          9 |        309 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipe/public-recipe/public-recipe.component.ts                                                                      | TypeScript |        302 |         10 |         18 |        330 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipe/ui/delete-recipe-modal/delete-recipe-modal.component.html                                                     | HTML       |         60 |          0 |          1 |         61 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipe/ui/delete-recipe-modal/delete-recipe-modal.component.ts                                                       | TypeScript |         82 |          1 |          8 |         91 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipe/ui/edit-recipe-modal/edit-recipe-modal.component.html                                                         | HTML       |        227 |          5 |          5 |        237 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipe/ui/edit-recipe-modal/edit-recipe-modal.component.ts                                                           | TypeScript |        343 |          8 |         20 |        371 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipe/ui/recipe-shopping-list-modal/recipe-shopping-list-modal.component.html                                       | HTML       |        102 |          8 |          8 |        118 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipe/ui/recipe-shopping-list-modal/recipe-shopping-list-modal.component.ts                                         | TypeScript |        157 |          1 |         10 |        168 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipe/ui/subscribe-recipe-modal/subscribe-recipe-modal.component.html                                               | HTML       |        181 |         12 |          8 |        201 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipe/ui/subscribe-recipe-modal/subscribe-recipe-modal.component.ts                                                 | TypeScript |        390 |         18 |         31 |        439 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipe/ui/unsubscribe-recipe-modal/unsubscribe-recipe-modal.component.html                                           | HTML       |         48 |          0 |          1 |         49 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipe/ui/unsubscribe-recipe-modal/unsubscribe-recipe-modal.component.ts                                             | TypeScript |         83 |          0 |          7 |         90 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipe/ui/use-recipe-modal/use-recipe-modal.component.html                                                           | HTML       |        143 |          5 |          6 |        154 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipe/ui/use-recipe-modal/use-recipe-modal.component.ts                                                             | TypeScript |        123 |          0 |         10 |        133 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipe/ui/using-recipe/using-recipe.component.html                                                                   | HTML       |        185 |         14 |          7 |        206 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipe/ui/using-recipe/using-recipe.component.ts                                                                     | TypeScript |        228 |         11 |         19 |        258 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipe/user-recipe/user-recipe.component.html                                                                        | HTML       |        694 |         24 |         11 |        729 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipe/user-recipe/user-recipe.component.ts                                                                          | TypeScript |        650 |         55 |         27 |        732 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/feature/list/recipe-list.component.html                                                                 | HTML       |        105 |          5 |          3 |        113 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/feature/list/recipe-list.component.ts                                                                   | TypeScript |        292 |         10 |         18 |        320 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/recipes-page.component-new.html                                                                         | HTML       |         40 |          2 |          2 |         44 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/recipes-page.component-new.ts                                                                           | TypeScript |        103 |          4 |         15 |        122 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/test.drawio                                                                                             | Draw.io    |         59 |          0 |          0 |         59 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe-category/recipe-category-card/recipe-category-card.component.html                             | HTML       |         39 |          0 |          1 |         40 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe-category/recipe-category-card/recipe-category-card.component.ts                               | TypeScript |         19 |          0 |          4 |         23 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe-ingredient/add-recipe-ingredient-modal/add-recipe-ingredient-modal.component.html             | HTML       |        182 |          5 |          2 |        189 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe-ingredient/add-recipe-ingredient-modal/add-recipe-ingredient-modal.component.ts               | TypeScript |        257 |          7 |         22 |        286 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe-ingredient/delete-recipe-ingredient-modal/delete-recipe-ingredient-modal.component.html       | HTML       |         49 |          0 |          1 |         50 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe-ingredient/delete-recipe-ingredient-modal/delete-recipe-ingredient-modal.component.ts         | TypeScript |         74 |          1 |          7 |         82 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe-ingredient/edit-recipe-ingredient-modal/edit-recipe-ingredient-modal.component.html           | HTML       |        180 |          5 |          5 |        190 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe-ingredient/edit-recipe-ingredient-modal/edit-recipe-ingredient-modal.component.ts             | TypeScript |        235 |          3 |         14 |        252 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe-ingredient/recipe-ingredients-modal/recipe-ingredients-modal.component.html                   | HTML       |        166 |          4 |          3 |        173 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe-ingredient/recipe-ingredients-modal/recipe-ingredients-modal.component.ts                     | TypeScript |        299 |         14 |         21 |        334 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe-step/add-recipe-step-modal/add-recipe-step-modal.component.html                               | HTML       |        105 |          2 |          3 |        110 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe-step/add-recipe-step-modal/add-recipe-step-modal.component.ts                                 | TypeScript |        161 |          2 |         20 |        183 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe-step/delete-recipe-step-modal/delete-recipe-step-modal.component.html                         | HTML       |         67 |          0 |          1 |         68 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe-step/delete-recipe-step-modal/delete-recipe-step-modal.component.ts                           | TypeScript |         63 |          1 |          8 |         72 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe-step/edit-recipe-step-modal/edit-recipe-step-modal.component.html                             | HTML       |        111 |          2 |          3 |        116 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe-step/edit-recipe-step-modal/edit-recipe-step-modal.component.ts                               | TypeScript |        193 |         12 |         17 |        222 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe-step/recipe-steps-modal/recipe-steps-modal.component.html                                     | HTML       |        145 |          2 |          3 |        150 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe-step/recipe-steps-modal/recipe-steps-modal.component.ts                                       | TypeScript |        524 |         25 |         52 |        601 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe-tool/add-recipe-tool-modal/add-recipe-tool-modal.component.html                               | HTML       |         84 |          2 |          2 |         88 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe-tool/add-recipe-tool-modal/add-recipe-tool-modal.component.ts                                 | TypeScript |        108 |          0 |         10 |        118 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe-tool/delete-recipe-tool-modal/delete-recipe-tool-modal.component.html                         | HTML       |         65 |          0 |          1 |         66 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe-tool/delete-recipe-tool-modal/delete-recipe-tool-modal.component.ts                           | TypeScript |         75 |          1 |          7 |         83 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe-tool/recipe-tools-modal/recipe-tools-modal.component.html                                     | HTML       |        108 |          2 |          3 |        113 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe-tool/recipe-tools-modal/recipe-tools-modal.component.ts                                       | TypeScript |        252 |          5 |         18 |        275 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe/add-recipe-modal/add-recipe-modal.component.html                                              | HTML       |         44 |          6 |          6 |         56 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe/add-recipe-modal/add-recipe-modal.component.ts                                                | TypeScript |         93 |          7 |         13 |        113 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe/from-url-add-recipe-modal/from-url-add-recipe-modal.component.html                            | HTML       |         96 |          5 |          5 |        106 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe/from-url-add-recipe-modal/from-url-add-recipe-modal.component.ts                              | TypeScript |        197 |          7 |         17 |        221 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe/manual-add-recipe-modal/manual-add-recipe-modal.component.html                                | HTML       |        225 |          2 |          4 |        231 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe/manual-add-recipe-modal/manual-add-recipe-modal.component.ts                                  | TypeScript |        212 |          2 |         21 |        235 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe/recipe-card/recipe-card.component.html                                                        | HTML       |         68 |          0 |          1 |         69 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe/recipe-card/recipe-card.component.ts                                                          | TypeScript |         66 |          2 |          4 |         72 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe/vision-add-recipe-modal/vision-add-recipe-modal.component.html                                | HTML       |        111 |          4 |          4 |        119 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipe/vision-add-recipe-modal/vision-add-recipe-modal.component.ts                                  | TypeScript |        200 |         11 |         18 |        229 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipes-info/recipes-info.component.html                                                             | HTML       |          4 |          0 |          1 |          5 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/recipes-page/ui/recipes-info/recipes-info.component.ts                                                               | TypeScript |         10 |          0 |          3 |         13 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/subscribed-recipes/subscribed-recipes.component.html                                                                 | HTML       |          4 |          0 |          1 |          5 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/feature/subscribed-recipes/subscribed-recipes.component.ts                                                                   | TypeScript |          9 |          0 |          2 |         11 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe-category/recipe-category-actions.ts                                                                             | TypeScript |         31 |          0 |          5 |         36 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe-category/recipe-category-effects.ts                                                                             | TypeScript |         38 |          0 |          3 |         41 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe-category/recipe-category-reducers.ts                                                                            | TypeScript |         56 |          0 |          3 |         59 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe-category/recipe-category-selectors.ts                                                                           | TypeScript |         17 |          0 |          8 |         25 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe-category/recipe-category-state.ts                                                                               | TypeScript |         22 |          0 |          3 |         25 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe-ingredient/recipe-ingredient-actions.ts                                                                         | TypeScript |         76 |          0 |          7 |         83 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe-ingredient/recipe-ingredient-effects.ts                                                                         | TypeScript |        191 |          0 |          8 |        199 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe-ingredient/recipe-ingredient-reducers.ts                                                                        | TypeScript |        134 |          0 |          4 |        138 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe-ingredient/recipe-ingredient-selectors.ts                                                                       | TypeScript |         30 |          1 |         10 |         41 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe-ingredient/recipe-ingredient-state.ts                                                                           | TypeScript |         25 |          0 |          2 |         27 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe-page-actions.ts                                                                                                 | TypeScript |          8 |          0 |          1 |          9 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe-page-reducers.ts                                                                                                | TypeScript |         10 |          0 |          2 |         12 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe-page-selectors.ts                                                                                               | TypeScript |          4 |          0 |          2 |          6 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe-page-state.ts                                                                                                   | TypeScript |          3 |          0 |          0 |          3 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe-step/recipe-step-actions.ts                                                                                     | TypeScript |         36 |          0 |          8 |         44 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe-step/recipe-step-effects.ts                                                                                     | TypeScript |        196 |          3 |         10 |        209 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe-step/recipe-step-reducers.ts                                                                                    | TypeScript |         98 |          0 |          2 |        100 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe-step/recipe-step-selectors.ts                                                                                   | TypeScript |         18 |          0 |          8 |         26 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe-step/recipe-step-state.ts                                                                                       | TypeScript |         21 |          0 |          3 |         24 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe-tool/recipe-tool-actions.ts                                                                                     | TypeScript |         76 |          0 |          6 |         82 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe-tool/recipe-tool-effects.ts                                                                                     | TypeScript |        180 |          0 |          7 |        187 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe-tool/recipe-tool-reducers.ts                                                                                    | TypeScript |        133 |          0 |          5 |        138 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe-tool/recipe-tool-selectors.ts                                                                                   | TypeScript |         34 |          1 |         10 |         45 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe-tool/recipe-tool-state.ts                                                                                       | TypeScript |         20 |          0 |          3 |         23 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe/recipe-actions.ts                                                                                               | TypeScript |        182 |          0 |         14 |        196 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe/recipe-effects.ts                                                                                               | TypeScript |        393 |          3 |         19 |        415 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe/recipe-reducers.ts                                                                                              | TypeScript |        216 |          0 |          3 |        219 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe/recipe-selectors.ts                                                                                             | TypeScript |         38 |          0 |         13 |         51 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/recipe/recipe-state.ts                                                                                                 | TypeScript |         77 |          1 |         13 |         91 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/step/step-actions.ts                                                                                                   | TypeScript |         34 |          0 |          6 |         40 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/step/step-effects.ts                                                                                                   | TypeScript |        116 |          0 |          6 |        122 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/step/step-reducers.ts                                                                                                  | TypeScript |         93 |          0 |          2 |         95 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/step/step-selectors.ts                                                                                                 | TypeScript |         19 |          0 |          9 |         28 |
| /home/josh/repos/doughleap/frontend/src/app/recipes/state/step/step-state.ts                                                                                                     | TypeScript |         19 |          0 |          2 |         21 |
| /home/josh/repos/doughleap/frontend/src/app/routes.ts                                                                                                                            | TypeScript |        180 |          0 |          2 |        182 |
| /home/josh/repos/doughleap/frontend/src/app/settings/settings.component.html                                                                                                     | HTML       |        216 |         12 |         10 |        238 |
| /home/josh/repos/doughleap/frontend/src/app/settings/settings.component.ts                                                                                                       | TypeScript |        137 |          1 |          6 |        144 |
| /home/josh/repos/doughleap/frontend/src/app/shared/state/app-state.ts                                                                                                            | TypeScript |          8 |          0 |          2 |         10 |
| /home/josh/repos/doughleap/frontend/src/app/shared/state/shared-actions.ts                                                                                                       | TypeScript |          2 |          0 |          2 |          4 |
| /home/josh/repos/doughleap/frontend/src/app/shared/state/shared-reducers.ts                                                                                                      | TypeScript |         10 |          0 |          3 |         13 |
| /home/josh/repos/doughleap/frontend/src/app/shared/state/shared-selectors.ts                                                                                                     | TypeScript |          5 |          0 |          3 |          8 |
| /home/josh/repos/doughleap/frontend/src/app/shared/state/shared-state.ts                                                                                                         | TypeScript |         82 |          0 |          7 |         89 |
